CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V91479,164,0.005,0.043,4.62,0.5479999999999999,0.062,0.038,379,53,1348.0,9,6,0.009000000000000001
V91478,167,0.005,0.036000000000000004,4.57,0.6859999999999999,0.07200000000000001,0.04,329,47,1413.0,9,4,0.006999999999999999
V91477,163,0.005,0.047,4.55,0.605,0.061,0.042,363,51,1404.0,10,5,0.009000000000000001
V91474,164,0.005,0.028999999999999998,4.6,0.858,0.08900000000000001,0.042,321,45,1413.0,9,4,0.004
V91473,163,0.005,0.035,4.55,0.852,0.091,0.039,331,46,1424.0,8,5,0.004
V91472,170,0.005,0.043,4.52,0.62,0.069,0.037000000000000005,363,50,1405.0,10,5,0.006999999999999999
V91471,159,0.003,0.04,4.55,0.419,0.057,0.037000000000000005,358,50,1355.0,9,5,0.005
V91470,165,0.003,0.038,4.61,0.54,0.065,0.039,360,50,1389.0,9,6,0.006999999999999999
V91468,170,0.003,0.035,4.59,0.5920000000000001,0.073,0.04,347,49,1388.3496882179193,9,5,0.006
V91465,157,0.003,0.066,4.42,0.68,0.06,0.040999999999999995,522,73,1342.0,13,7,0.01
V91464,172,0.003,0.05,4.52,0.62,0.066,0.040999999999999995,419,61,1346.0,13,3,0.002
V91463,163,0.003,0.043,4.58,0.53,0.066,0.039,389,55,1388.0,10,6,0.006
V91462,164,0.003,0.037000000000000005,4.63,0.62,0.07400000000000001,0.037000000000000005,392,56,1377.0,11,5,0.004
V91461,167,0.003,0.035,4.56,0.615,0.076,0.039,349,49,1387.0,9,5,0.005
V91458,161,0.003,0.054000000000000006,4.53,0.93,0.078,0.049,444,62,1367.0,12,6,0.003
V91457,165,0.003,0.055,4.54,0.96,0.079,0.049,443,63,1378.0,12,7,0.003
V91455,162,0.003,0.046,4.54,0.62,0.068,0.038,477,67,1352.0,11,5,0.005
V91453,160,0.003,0.042,4.51,0.7240000000000001,0.07400000000000001,0.040999999999999995,385,54,1388.3496882179193,10,6,0.005
V91452,165,0.003,0.039,4.52,0.696,0.07400000000000001,0.040999999999999995,369,53,1436.0,10,5,0.005
V91446,155,0.003,0.07,4.39,0.68,0.06,0.044000000000000004,549,79,1372.0,9,5,0.006
V91445,167,0.003,0.071,4.5,0.613,0.057,0.042,533,76,1388.3496882179193,14,8,0.008
V91444,165,0.003,0.04,4.56,0.691,0.079,0.042,371,52,1378.0,9,5,0.006
V91443,167,0.003,0.034,4.54,0.612,0.078,0.043,345,49,1382.0,9,6,0.008
V91441,165,0.003,0.052000000000000005,4.56,0.515,0.061,0.04,430,60,1322.0,11,6,0.008
V91440,168,0.003,0.05,4.54,0.73,0.063,0.043,416,58,1334.0,11,7,0.008
V91439,173,0.003,0.044000000000000004,4.56,0.51,0.059000000000000004,0.040999999999999995,383,55,1487.0,10,6,0.01
V91438,178,0.003,0.048,4.53,0.503,0.055999999999999994,0.038,409,58,1374.0,11,6,0.01
V91435,161,0.005,0.051,4.58,0.635,0.063,0.045,397,57,1343.0,10,6,0.008
V91433,167,0.005,0.045,4.58,0.43700000000000006,0.053,0.036000000000000004,362,60,1388.3496882179193,9,6,0.01
V91429,168,0.005,0.043,4.67,0.618,0.07200000000000001,0.044000000000000004,365,50,1370.0,9,5,0.009000000000000001
V91426,175,0.005,0.046,4.69,0.39799999999999996,0.055,0.035,376,52,1376.0,10,5,0.01
V91425,160,0.005,0.038,4.72,0.679,0.075,0.040999999999999995,344,48,1383.0,9,5,0.008
V91423,158,0.005,0.044000000000000004,4.71,0.425,0.054000000000000006,0.037000000000000005,417,51,1445.0,11,5,0.008
V91421,165,0.005,0.032,4.71,0.735,0.076,0.042,334,46,1467.0,8,5,0.005
V91420,164,0.005,0.039,4.67,0.47100000000000003,0.065,0.039,345,48,1409.0,10,5,0.005
V91417,165,0.005,0.043,4.63,0.544,0.057,0.038,354,51,1405.0,9,5,0.01
V91416,161,0.005,0.05,4.54,0.38,0.054000000000000006,0.037000000000000005,396,55,1409.0,10,6,0.008
V91415,165,0.005,0.040999999999999995,4.54,0.49,0.063,0.04,361,50,1388.3496882179193,9,5,0.013999999999999999
V91414,178,0.005,0.04,4.57,0.63,0.071,0.040999999999999995,331,46,1433.0,8,5,0.006999999999999999
V91410,165,0.005,0.045,4.51,0.49,0.055999999999999994,0.037000000000000005,385,54,1398.0,10,6,0.009000000000000001
V91409,168,0.005,0.04,4.53,0.589,0.075,0.039,328,46,1365.0,10,4,0.004
V91408,165,0.005,0.037000000000000005,4.56,0.611,0.076,0.04,346,48,1332.0,9,5,0.005
V91407,170,0.005,0.04,4.54,0.505,0.066,0.039,365,51,1348.0,9,5,0.005
V91406,164,0.005,0.033,4.5,0.654,0.076,0.044000000000000004,299,42,1493.0,7,4,0.008
V91405,166,0.005,0.04,4.55,0.564,0.071,0.043,358,51,1402.0,9,5,0.009000000000000001
V91404,173,0.005,0.045,4.52,0.469,0.065,0.038,391,52,1409.0,10,5,0.008
V91403,166,0.005,0.040999999999999995,4.64,0.51,0.064,0.038,351,53,1425.0,9,6,0.006999999999999999
V91402,168,0.005,0.045,4.62,0.462,0.066,0.040999999999999995,381,53,1388.3496882179193,9,6,0.008
V91401,161,0.005,0.038,4.55,0.5,0.067,0.038,364,48,1392.0,9,5,0.006999999999999999
V91400,174,0.005,0.045,4.56,0.48200000000000004,0.062,0.04,355,50,1405.0,9,0,0.006999999999999999
V91399,162,0.005,0.048,4.61,0.44799999999999995,0.063,0.039,407,59,1411.0,10,6,0.009000000000000001
V91398,170,0.005,0.046,4.58,0.47,0.062,0.04,406,58,1340.0,10,6,0.005
V91397,177,0.005,0.045,4.602,0.44,0.06,0.039,357,51,1349.0,9,5,0.008
V91395,163,0.005,0.048,4.57,0.46799999999999997,0.055999999999999994,0.037000000000000005,400,56,1382.0,10,5,0.008
V91394,178,0.005,0.042,4.55,0.46,0.061,0.038,340,48,1370.0,9,4,0.01
V91393,163,0.005,0.036000000000000004,4.6,0.55,0.068,0.04,339,48,1366.0,8,5,0.006999999999999999
V91391,166,0.005,0.031,4.55,0.573,0.075,0.04,312,43,1374.0,7,5,0.008
V91392,166,0.005,0.027000000000000003,4.65,0.68,0.081,0.04,319,41,1393.0,8,4,0.005
V91389,163,0.005,0.036000000000000004,4.56,0.51,0.066,0.040999999999999995,328,46,1363.0,8,4,0.006999999999999999
V91387,169,0.005,0.022000000000000002,4.75,0.9,0.098,0.045,284,45,1412.0,7,4,0.004
V91386,161,0.005,0.03,4.74,0.92,0.08900000000000001,0.042,305,44,1336.0,8,4,0.005
V91385,158,0.005,0.033,4.73,0.78,0.08199999999999999,0.044000000000000004,311,43,1333.0,8,5,0.008
V91384,145,0.005,0.035,4.65,0.68,0.078,0.04,324,45,1406.0,8,5,0.006
V91383,174,0.005,0.034,4.71,0.69,0.08,0.039,323,45,1335.0,9,4,0.006999999999999999
V91382,172,0.005,0.034,4.57,0.688,0.08199999999999999,0.040999999999999995,313,44,1343.0,8,5,0.01
V91381,160,0.005,0.025,4.62,0.7140000000000001,0.087,0.045,279,38,1424.0,7,4,0.006999999999999999
V91380,163,0.005,0.031,4.58,0.603,0.076,0.042,307,43,1359.0,8,4,0.006
V91379,164,0.005,0.031,4.63,0.485,0.07,0.038,301,42,1312.0,8,5,0.01
V91377,160,0.005,0.03,4.63,0.731,0.085,0.043,298,42,1375.0,7,4,0.011000000000000001
V91375,174,0.005,0.037000000000000005,4.62,0.46,0.068,0.038,331,46,1323.0,9,5,0.009000000000000001
V91373,169,0.005,0.028999999999999998,4.62,0.88,0.10099999999999999,0.047,299,42,1378.0,7,4,0.011000000000000001
V91372,172,0.005,0.02,4.72,0.89,0.10099999999999999,0.046,248,35,1363.0,7,4,0.006
V91368,169,0.005,0.018000000000000002,4.59,1.004,0.11599999999999999,0.05,267,35,1357.0,7,3,0.009000000000000001
V91369,160,0.005,0.015,4.58,1.075,0.11199999999999999,0.047,226,31,1383.0,6,4,0.006999999999999999
V91367,167,0.005,0.04,4.57,0.505,0.067,0.040999999999999995,344,48,1373.0,10,6,0.006999999999999999
V91366,172,0.005,0.043,4.55,0.574,0.061,0.038,360,50,1388.3496882179193,9,5,0.012
V91365,168,0.005,0.033,4.58,0.787,0.09,0.04,318,45,1412.0,10,5,0.005
V91363,157,0.005,0.036000000000000004,4.62,0.58,0.075,0.039,323,45,1385.0,8,4,0.006
V91358,156,0.005,0.026000000000000002,4.52,0.6829999999999999,0.083,0.043,276,39,1368.0,7,4,0.005
V91355,162,0.005,0.026000000000000002,4.55,0.782,0.092,0.042,278,39,1387.0,8,4,0.008
V91354,162,0.005,0.048,4.56,0.278,0.04,0.035,386,56,1379.0,11,7,0.01
V91353,158,0.005,0.026000000000000002,4.58,0.889,0.099,0.046,346,48,1358.0,9,5,0.005
V91350,162,0.005,0.032,4.62,0.376,0.049,0.037000000000000005,307,44,1364.0,8,4,0.01
V91347,163,0.005,0.023,4.55,1.047,0.10800000000000001,0.046,390,56,1388.3496882179193,10,6,0.003
V91346,169,0.005,0.04,4.61,0.244,0.032,0.037000000000000005,355,54,1400.0,10,7,0.01
V91343,168,0.005,0.036000000000000004,4.57,0.46799999999999997,0.057,0.037000000000000005,341,50,1390.0,9,5,0.01
V91342,164,0.005,0.038,4.58,0.341,0.043,0.034,333,51,1386.0,9,6,0.013000000000000001
V91340,161,0.005,0.053,4.59,0.5489999999999999,0.048,0.039,413,58,1378.0,11,6,0.006999999999999999
V91339,165,0.005,0.034,4.61,0.3,0.046,0.038,344,48,1401.0,9,6,0.012
V91337,155,0.005,0.033,4.56,0.49700000000000005,0.065,0.04,331,46,1377.0,9,4,0.005
V91334,165,0.005,0.035,4.62,0.28,0.049,0.037000000000000005,344,49,1340.0,9,5,0.008
V91333,179,0.005,0.032,4.57,0.37,0.055999999999999994,0.04,315,43,1419.0,9,4,0.006999999999999999
V91332,168,0.005,0.031,4.6,0.47,0.066,0.040999999999999995,310,44,1422.0,8,5,0.008
V91331,159,0.005,0.027000000000000003,4.57,0.9,0.11,0.047,280,39,1448.0,7,4,0.005
V91330,165,0.005,0.022000000000000002,4.6,1.05,0.113,0.045,264,37,1402.0,7,3,0.003
V91328,163,0.005,0.037000000000000005,4.57,0.35,0.052000000000000005,0.038,368,52,1389.0,9,5,0.005
V91326,178,0.005,0.03,4.56,0.4,0.053,0.039,311,44,1367.0,8,5,0.008
V91324,163,0.005,0.03,4.57,0.32,0.055,0.037000000000000005,295,42,1310.0,7,4,0.006999999999999999
V91323,164,0.005,0.027000000000000003,4.6,0.764,0.095,0.040999999999999995,296,42,1366.0,8,5,0.004
V91322,166,0.005,0.025,4.63,0.9359999999999999,0.11199999999999999,0.042,276,39,1401.0,7,4,0.004
V91318,165,0.005,0.031,4.64,0.768,0.096,0.042,299,43,1381.0,7,4,0.003
V91315,165,0.005,0.037000000000000005,4.61,0.585,0.08,0.042,345,48,1386.0,9,6,0.005
V91314,168,0.005,0.04,4.63,0.584,0.078,0.040999999999999995,341,48,1370.0,9,5,0.006
V91312,176,0.005,0.035,4.57,0.579,0.075,0.042,390,55,1367.0,11,7,0.005
V91311,163,0.005,0.034,4.55,0.628,0.079,0.042,287,44,1413.0,9,5,0.005
V91309,161,0.005,0.036000000000000004,4.62,0.602,0.081,0.039,334,47,1388.3496882179193,9,6,0.006
V91308,163,0.005,0.035,4.65,0.62,0.079,0.04,304,43,1378.0,8,4,0.005
V91307,168,0.005,0.038,4.64,0.63,0.076,0.039,340,49,1406.0,8,5,0.008
V91306,177,0.005,0.039,4.49,0.5770000000000001,0.076,0.038,333,47,1422.0,9,6,0.009000000000000001
V91305,165,0.005,0.037000000000000005,4.59,0.775,0.094,0.044000000000000004,328,46,1355.0,9,6,0.006999999999999999
V91304,160,0.005,0.028999999999999998,4.57,0.6709999999999999,0.08900000000000001,0.045,286,41,1370.0,7,4,0.006999999999999999
V91301,176,0.005,0.038,4.63,0.54,0.07200000000000001,0.040999999999999995,335,48,1408.0,11,5,0.009000000000000001
V91302,171,0.005,0.04,4.58,0.581,0.077,0.04,339,48,1378.0,9,6,0.006999999999999999
V91300,158,0.005,0.04,4.6,0.43,0.057,0.044000000000000004,375,59,1381.0,11,5,0.005
V91299,172,0.005,0.04,4.55,0.5529999999999999,0.075,0.042,339,48,1377.0,9,6,0.009000000000000001
V91297,170,0.005,0.035,4.59,0.682,0.085,0.044000000000000004,318,44,1385.0,8,5,0.006
V91298,177,0.005,0.034,4.55,0.68,0.086,0.042,308,44,1408.0,9,4,0.003
V91296,165,0.005,0.033,4.56,0.753,0.085,0.042,310,43,1390.0,9,5,0.006
V91295,167,0.005,0.042,4.56,0.54,0.06,0.043,341,52,1365.0,11,4,0.009000000000000001
V91294,162,0.005,0.057,4.45,0.37,0.046,0.044000000000000004,422,59,1348.0,11,7,0.01
V91293,165,0.005,0.059000000000000004,4.46,0.45,0.046,0.044000000000000004,423,60,1388.3496882179193,12,6,0.012
V91292,167,0.005,0.033,4.53,0.9590000000000001,0.09,0.045,309,43,1389.0,10,3,0.005
V91291,163,0.005,0.035,4.59,0.836,0.092,0.045,313,50,1401.0,8,5,0.006
V91290,168,0.005,0.04,4.49,0.469,0.065,0.049,351,45,1336.0,10,6,0.012
V91289,170,0.005,0.042,4.59,0.40299999999999997,0.057999999999999996,0.049,355,52,1333.0,9,5,0.008
V91288,167,0.005,0.04,4.58,0.414,0.057999999999999996,0.049,354,48,1360.0,9,5,0.01
V91287,159,0.005,0.043,4.58,0.68,0.086,0.044000000000000004,356,51,1383.0,10,4,0.008
V91286,161,0.005,0.047,4.54,0.51,0.065,0.048,394,55,1388.3496882179193,10,6,0.008
V91285,157,0.005,0.047,4.56,0.41,0.055999999999999994,0.049,354,50,1445.0,10,6,0.013000000000000001
V91284,165,0.005,0.053,4.52,0.52,0.069,0.044000000000000004,405,57,1353.0,10,5,0.011000000000000001
V91283,174,0.005,0.049,4.57,0.506,0.066,0.044000000000000004,396,55,1355.0,10,6,0.013000000000000001
V91282,163,0.005,0.045,4.54,0.345,0.044000000000000004,0.044000000000000004,356,51,1330.0,10,6,0.009000000000000001
V91281,167,0.005,0.053,4.55,0.374,0.044000000000000004,0.043,407,58,1321.0,11,5,0.006
V91280,172,0.005,0.048,4.54,0.784,0.08199999999999999,0.045,386,55,1416.0,10,6,0.01
V91279,160,0.005,0.049,4.54,0.7340000000000001,0.079,0.046,386,55,1491.0,11,7,0.009000000000000001
V91278,157,0.005,0.031,4.57,0.49200000000000005,0.065,0.05,446,62,1392.0,12,7,0.003
V91277,165,0.005,0.052000000000000005,4.54,0.542,0.065,0.045,463,66,1381.0,12,6,0.005
V91276,164,0.005,0.059000000000000004,4.54,0.601,0.066,0.044000000000000004,434,61,1350.0,12,8,0.008
V91274,165,0.005,0.057999999999999996,4.57,0.387,0.049,0.042,430,61,1382.0,11,6,0.009000000000000001
V91273,152,0.005,0.063,4.52,0.294,0.032,0.040999999999999995,453,64,1388.3496882179193,13,8,0.01
V91272,165,0.005,0.048,4.55,0.371,0.044000000000000004,0.044000000000000004,391,55,1359.0,10,5,0.01
V91270,162,0.005,0.057999999999999996,4.55,0.815,0.06,0.042,429,61,1375.0,12,8,0.01
V91268,161,0.005,0.055,4.58,0.359,0.04,0.040999999999999995,507,44,1297.0,13,4,0.011000000000000001
V91266,173,0.005,0.055999999999999994,4.52,0.6859999999999999,0.075,0.044000000000000004,424,59,1402.0,11,6,0.01
V91264,158,0.005,0.046,4.55,0.5539999999999999,0.069,0.042,368,62,1383.0,11,8,0.006999999999999999
V91263,162,0.005,0.053,4.5,0.581,0.055,0.042,422,59,1385.0,11,6,0.01
V91262,160,0.005,0.040999999999999995,4.53,0.838,0.08800000000000001,0.045,352,50,1421.0,9,5,0.006
V91260,159,0.005,0.036000000000000004,4.58,0.611,0.08,0.042,328,51,1365.0,8,5,0.005
V91259,159,0.005,0.053,4.55,0.381,0.051,0.040999999999999995,509,73,1356.0,13,7,0.006999999999999999
V91258,169,0.005,0.075,4.55,0.578,0.046,0.042,558,79,1376.0,16,10,0.006999999999999999
V91257,168,0.005,0.039,4.62,0.7559999999999999,0.08900000000000001,0.040999999999999995,349,54,1401.0,9,5,0.005
V91254,163,0.003,0.037000000000000005,4.62,0.76,0.09300000000000001,0.04,364,51,1388.3496882179193,10,6,0.008
V91253,162,0.003,0.033,4.57,0.7,0.08800000000000001,0.04,342,48,1384.0,9,5,0.003
V91252,158,0.003,0.044000000000000004,4.56,0.52,0.062,0.049,396,56,1501.0,11,7,0.006999999999999999
V91251,158,0.003,0.039,4.6,0.57,0.068,0.04,372,52,1416.0,9,5,0.005
V91250,154,0.003,0.043,4.57,0.54,0.071,0.035,388,55,1350.0,11,7,0.006999999999999999
V91248,167,0.003,0.035,4.59,0.59,0.077,0.044000000000000004,333,47,1341.0,8,4,0.004
V91246,164,0.003,0.035,4.6,0.843,0.099,0.04,332,47,1477.0,9,4,0.006
V91245,152,0.003,0.035,4.59,0.8370000000000001,0.095,0.035,358,50,1438.0,9,5,0.005
V91244,163,0.003,0.04,4.56,0.8,0.092,0.035,373,52,1429.0,10,6,0.005
V91243,178,0.005,0.036000000000000004,4.59,0.8340000000000001,0.096,0.040999999999999995,312,43,1501.0,9,4,0.004
V91242,155,0.003,0.031,4.61,0.9590000000000001,0.102,0.046,334,47,1433.0,9,5,0.004
V91241,166,0.003,0.034,4.59,0.794,0.087,0.039,373,52,1388.3496882179193,9,6,0.006
V91240,161,0.005,0.040999999999999995,4.6,0.618,0.08,0.036000000000000004,333,47,1430.0,8,5,0.008
V91239,164,0.003,0.031,4.62,0.828,0.094,0.043,333,47,1420.0,8,5,0.004
V91238,156,0.003,0.028999999999999998,4.6,0.877,0.09699999999999999,0.043,318,45,1432.0,9,5,0.003
V91237,168,0.005,0.034,4.56,0.867,0.099,0.04,299,43,1402.0,7,4,0.006
V91236,166,0.003,0.051,4.58,0.654,0.078,0.034,433,60,1445.0,11,6,0.005
V91235,163,0.003,0.045,4.52,0.7290000000000001,0.085,0.038,396,56,1405.0,11,7,0.005
V91234,168,0.005,0.053,4.56,0.708,0.085,0.037000000000000005,396,56,1421.0,10,5,0.005
V91233,167,0.003,0.051,4.58,0.5,0.069,0.036000000000000004,433,61,1397.0,11,6,0.006
V91232,179,0.003,0.049,4.6,0.52,0.065,0.036000000000000004,419,59,1399.0,12,8,0.009000000000000001
V91231,163,0.003,0.033,4.55,0.685,0.08,0.044000000000000004,337,46,1388.3496882179193,9,5,0.006
V91230,160,0.005,0.038,4.6,0.599,0.073,0.042,344,49,1447.0,9,4,0.006
V91229,169,0.003,0.047,4.61,0.539,0.063,0.035,409,57,1387.0,11,8,0.006999999999999999
V91228,163,0.003,0.05,4.58,0.488,0.068,0.035,422,60,1401.0,11,5,0.009000000000000001
V91226,168,0.003,0.044000000000000004,4.64,0.7170000000000001,0.085,0.037000000000000005,418,55,1413.0,12,7,0.009000000000000001
V91227,165,0.005,0.048,4.62,0.8490000000000001,0.09300000000000001,0.038,379,55,1455.0,10,5,0.008
V91225,168,0.003,0.044000000000000004,4.62,0.6459999999999999,0.078,0.039,399,56,1380.0,11,5,0.006
V91224,158,0.005,0.028999999999999998,4.74,0.68,0.087,0.043,328,48,1361.0,11,4,0.002
V91223,162,0.003,0.026000000000000002,4.55,0.742,0.092,0.045,354,50,1361.0,10,6,0.004
V91222,166,0.003,0.038,4.56,0.598,0.079,0.038,366,51,1399.0,10,5,0.006
V91221,172,0.005,0.038,4.57,0.552,0.075,0.04,330,48,1400.0,10,4,0.008
V91220,161,0.003,0.033,4.58,0.617,0.08199999999999999,0.042,330,47,1418.0,9,6,0.008
V91219,158,0.003,0.027999999999999997,4.66,0.848,0.09699999999999999,0.040999999999999995,323,45,1416.0,8,4,0.005
V91218,162,0.005,0.023,4.64,0.847,0.099,0.043,260,39,1436.0,8,3,0.004
V91217,159,0.003,0.024,4.73,0.93,0.105,0.045,292,41,1363.0,8,5,0.004
V91216,161,0.003,0.039,4.65,0.68,0.08,0.04,373,59,1388.3496882179193,10,6,0.004
V91215,169,0.005,0.034,4.68,0.51,0.068,0.037000000000000005,288,51,1385.0,9,4,0.005
V91214,161,0.003,0.052000000000000005,4.56,0.519,0.065,0.035,420,59,1388.3496882179193,12,8,0.006999999999999999
V91213,157,0.003,0.04,4.61,0.48100000000000004,0.071,0.037000000000000005,373,52,1385.0,10,5,0.006999999999999999
V91212,165,0.005,0.044000000000000004,4.57,0.45899999999999996,0.064,0.036000000000000004,360,52,1391.0,11,4,0.009000000000000001
V91211,164,0.003,0.045,4.59,0.36,0.054000000000000006,0.035,404,58,1389.0,11,7,0.009000000000000001
V91209,161,0.005,0.04,4.6,0.56,0.071,0.04,341,49,1344.0,10,4,0.005
V91208,160,0.003,0.040999999999999995,4.59,0.43,0.057999999999999996,0.036000000000000004,373,53,1317.0,10,7,0.008
V91207,167,0.003,0.040999999999999995,4.63,0.43,0.061,0.036000000000000004,373,52,1366.0,10,5,0.006999999999999999
V91206,171,0.005,0.043,4.6,0.47,0.065,0.037000000000000005,348,51,1426.0,10,5,0.006999999999999999
V91205,164,0.003,0.033,4.62,0.721,0.08199999999999999,0.040999999999999995,349,49,1388.0,10,6,0.009000000000000001
V91204,162,0.003,0.033,4.6,0.823,0.08,0.040999999999999995,348,48,1345.0,9,5,0.003
V91203,164,0.005,0.04,4.55,0.546,0.073,0.04,345,48,1343.0,9,5,0.006
V91202,160,0.003,0.051,4.5,0.39399999999999996,0.053,0.034,428,60,1365.0,12,8,0.009000000000000001
V91201,165,0.005,0.037000000000000005,4.56,0.7929999999999999,0.087,0.040999999999999995,341,47,1407.0,10,4,0.005
V91200,166,0.005,0.049,4.54,0.456,0.055,0.034,371,54,1372.0,10,5,0.012
V91199,165,0.005,0.047,4.6,0.4,0.045,0.031,392,55,1386.0,11,7,0.012
V91196,159,0.005,0.054000000000000006,4.51,0.44,0.038,0.033,442,61,1288.0,13,7,0.013000000000000001
V91198,157,0.005,0.018000000000000002,4.55,0.6890000000000001,0.08,0.040999999999999995,299,42,1396.0,8,4,0.003
V91197,171,0.005,0.033,4.55,0.866,0.092,0.043,310,43,1403.0,9,5,0.006999999999999999
V91195,161,0.005,0.045,4.6,0.49,0.046,0.035,391,56,1326.0,11,5,0.013000000000000001
V91194,170,0.005,0.045,4.55,0.52,0.052000000000000005,0.035,376,56,1418.0,10,5,0.01
V91193,160,0.005,0.047,4.57,0.518,0.053,0.034,378,53,1491.0,11,6,0.012
V91192,161,0.005,0.044000000000000004,4.55,0.523,0.063,0.033,369,52,1384.0,10,5,0.008
V91191,161,0.005,0.047,4.57,0.614,0.069,0.037000000000000005,383,59,1395.0,10,5,0.006
V91190,158,0.005,0.051,4.55,0.551,0.063,0.037000000000000005,399,56,1365.0,10,6,0.012
V91189,166,0.005,0.051,4.62,0.52,0.063,0.036000000000000004,378,56,1388.3496882179193,10,6,0.005
V91187,160,0.005,0.051,4.6,0.515,0.048,0.034,396,56,1344.0,11,6,0.011000000000000001
V91186,164,0.005,0.046,4.63,0.565,0.07200000000000001,0.039,360,51,1388.3496882179193,10,4,0.006999999999999999
V91185,161,0.005,0.046,4.6,0.82,0.079,0.040999999999999995,376,52,1388.3496882179193,10,5,0.006
V91184,162,0.005,0.049,4.62,0.565,0.064,0.037000000000000005,388,54,1310.0,10,6,0.012
V91183,163,0.005,0.052000000000000005,4.57,0.479,0.06,0.035,409,51,1284.0,11,5,0.009000000000000001
V91180,177,0.005,0.035,4.56,0.84,0.091,0.040999999999999995,328,46,1346.0,8,4,0.006
V91179,160,0.005,0.048,4.56,0.623,0.071,0.038,380,54,1355.0,11,5,0.01
V91178,166,0.005,0.05,4.52,0.6409999999999999,0.054000000000000006,0.036000000000000004,395,55,1384.0,10,6,0.01
V91177,165,0.005,0.047,4.56,0.72,0.078,0.042,377,53,1396.0,10,5,0.006
V91175,170,0.005,0.044000000000000004,4.58,0.58,0.071,0.036000000000000004,364,52,1338.0,10,5,0.006999999999999999
V91174,167,0.005,0.061,4.54,0.33799999999999997,0.037000000000000005,0.033,451,63,1388.3496882179193,12,6,0.017
V91172,163,0.005,0.04,4.59,0.665,0.076,0.040999999999999995,450,54,1316.0,10,5,0.005
V91170,170,0.005,0.043,4.61,0.44,0.055,0.037000000000000005,367,50,1385.0,10,5,0.011000000000000001
V91169,164,0.005,0.042,4.59,0.62,0.07400000000000001,0.037000000000000005,359,51,1350.0,10,4,0.01
V91168,168,0.005,0.033,4.71,0.68,0.08,0.038,323,44,1388.3496882179193,8,4,0.006999999999999999
V91167,168,0.005,0.036000000000000004,4.55,0.633,0.078,0.038,321,46,1388.3496882179193,9,4,0.009000000000000001
V91165,164,0.005,0.032,4.56,0.713,0.081,0.038,312,44,1388.3496882179193,8,4,0.006999999999999999
V91164,165,0.005,0.034,4.74,0.67,0.08199999999999999,0.04,315,44,1388.3496882179193,9,4,0.005
V91162,155,0.005,0.04,4.6,0.74,0.078,0.038,368,51,1341.0,11,5,0.005
V91161,167,0.005,0.038,4.62,0.65,0.076,0.040999999999999995,337,49,1277.0,9,4,0.005
V91159,162,0.005,0.044000000000000004,4.63,0.56,0.069,0.038,370,52,1318.0,10,5,0.009000000000000001
V91158,152,0.005,0.039,4.58,0.49,0.07400000000000001,0.04,339,47,1344.0,10,4,0.005
V91157,155,0.005,0.042,4.58,0.55,0.07200000000000001,0.04,354,50,1351.0,9,6,0.008
V91156,162,0.005,0.049,4.54,0.54,0.064,0.038,390,54,1374.0,10,5,0.009000000000000001
V91155,163,0.005,0.046,4.68,0.5,0.066,0.039,371,53,1373.0,11,5,0.009000000000000001
V91154,165,0.005,0.039,4.53,0.513,0.069,0.038,344,48,1407.0,9,5,0.01
V91153,165,0.005,0.035,4.56,0.542,0.07400000000000001,0.039,326,46,1327.0,8,4,0.005
V91152,167,0.005,0.036000000000000004,4.58,0.62,0.07,0.039,324,46,1342.0,8,4,0.005
V91151,165,0.005,0.040999999999999995,4.55,0.57,0.067,0.038,355,50,1367.0,9,5,0.008
V91150,157,0.005,0.046,4.54,0.523,0.069,0.039,375,52,1410.0,10,5,0.008
V91149,165,0.005,0.053,4.59,0.611,0.069,0.037000000000000005,408,58,1374.0,11,5,0.006
V91148,162,0.005,0.049,4.58,0.625,0.069,0.039,388,55,1417.0,10,6,0.009000000000000001
